Transaction ID,Branch,Amount,Sender,Sender Old Balance,Sender New Balance,Receiver,Receiver Old Balance,Receiver New Balance,Transaction Count,Account Age,Last Transaction,Time of Transaction,isFraud
TRX5690167826,Charlotte,19664.626,C712215879,52513.18,60844.93,C1250213559,40966.03,68588.06,61,8.87,1.12,17:05:34,1
TRX6102144726,Nashville,758.61,C1430358188,7055.53,6296.92,C1732146867,87457.66,88216.27,31,8.04,2.38,22:16:30,0
TRX7135574133,Philadelphia,23795,C1377301456,19171.06,35102.97,C2112840400,79129.87,94089.57,33,8.52,1.93,14:56:14,1
TRX3794425961,Jacksonville,296752.75,C137533655,11636.88,59813.35,C1264754451,34342.31,27058.76,111,8.62,5.94,05:02:18,1
TRX9213364018,Jacksonville,10924.4,C1399398408,9270.57,82010.17,C21531932,75460.33,44235.79,36,9,1.25,23:24:20,1
TRX5246547697,Chicago,3150.410459,C1207739340,96487.28,57868.82,C2066892165,56847.68,2512.34,71,7.09,0.66,01:37:07,1
TRX3281381758,Houston,130174.05,C1524770385,170189.64,40015.59,C1545984685,33644.16,163818.21,62,6.92,1.14,23:58:27,0
TRX5076348089,Seattle,160669.74,C342740966,568341.94,407672.2,C1319406382,15366.38,176036.12,40,7.12,4.31,01:27:01,0
TRX5004227107,Jacksonville,4367.084,C1491877515,34915.33,1517.21,C1107204185,13247.56,51710.56,21,7.88,0.12,03:55:47,1
TRX3214689857,Los Angeles,7276.69,C1360541835,30384.46,23107.77,C1709493124,11114.32,18391.01,71,9.07,8.92,15:05:57,0
TRX2007594080,Nashville,1155.58,C860422228,57188.39,56032.81,C683517513,78380.5,79536.08,10,5.68,0.2,00:51:04,0
TRX1303881818,El Paso,9231.24,C560465923,95346.51,86115.27,C839099566,81013.83,90245.07,60,5.92,5.53,15:16:33,0
TRX2846274348,El Paso,9264.89,C61710314,98323.74,89058.85,C1799049015,59936.68,69201.57,44,6.95,1.3,16:05:10,0
TRX6853331367,Philadelphia,8302.14,C1010620325,30365.31,22063.17,C1641289051,30045.24,38347.38,46,9.94,4.18,09:57:44,0
TRX7630709490,Charlotte,2506.93,C135003590,94569.09,92062.16,C966416978,19287.68,21794.61,87,4.19,1.46,14:26:50,0
TRX9423089079,Fort Worth,1217.22,C1438000681,89093.31,87876.09,C673307146,97814.57,99031.79,31,8.83,6,20:53:18,0
TRX9886054691,San Diego,10087.12,C1511814681,91172.59,81085.47,C596779307,44300.38,54387.5,43,3.27,1.05,04:27:33,0
TRX9125589207,Boston,18256.2,C808573417,37840.27,19584.07,C1653474307,49807.62,68063.82,44,8.97,5.64,09:36:16,0
TRX6006476219,Fort Worth,135785.83,C1594857799,171580.43,35794.6,C972843820,31769.61,167555.44,71,4.67,2.2,18:17:38,0
TRX4608278844,Jacksonville,34387.63,C739264372,6214.9,2104.65,C436661284,82323.75,98797.69,41,9.6,0.82,22:40:56,1
TRX2600085729,El Paso,1082.07,C1430104337,93683.08,92601.01,C495982334,10192.85,11274.92,38,3.16,0.53,17:09:01,0
TRX2492484039,Austin,155635.42,C1984094095,164130.55,8495.13,C938958527,62513.21,218148.63,2,4.74,3.78,19:31:59,0
TRX8334342889,Los Angeles,5202.26,C1697174329,65734.31,60532.05,C973604791,71029.47,76231.73,57,1.22,1.06,18:00:51,0
TRX1490206942,New York City,4111.34,C159651486,73346.52,69235.18,C215759534,76331.71,80443.05,60,9.19,4.73,05:44:00,0
TRX4134148892,Columbus,12768.359,C1711349692,49936.37,8483.84,C345416906,165.46,64140.58,88,5.7,0.87,00:09:30,1
TRX9767573472,San Jose,139555.44,C1934114123,139950.26,394.82,C209391627,23047.77,162603.21,57,6.43,0.69,00:09:55,0
TRX2372620366,Jacksonville,58093.44,C1222908765,50047.77,39905.01,C1925785585,53540.17,66691.25,34,4.38,1.64,05:03:49,1
TRX9451897840,Los Angeles,117856.37,C544100739,127614.96,9758.59,C1690221909,24110.34,141966.71,40,3.93,1.55,04:15:07,0
TRX3102677199,Houston,665.37,C584580417,43552.28,42886.91,C895062568,30139.87,30805.24,9,9.73,0.86,20:37:02,0
TRX5000921128,San Diego,12303.52,C1570860758,33630.55,21327.03,C1280641161,78517.92,90821.44,31,4.15,3.13,07:52:10,0
TRX3690514089,Chicago,18376.08,C1856093404,14953.16,10122.67,C1590292218,42642.44,16148.37,107,5.17,0.7,06:30:10,1
TRX2564597786,Phoenix,107993.83,C1243762708,148692.29,40698.46,C2037903430,53829.02,161822.85,90,5.43,2.49,11:04:00,0
TRX9778917645,Charlotte,8012.89,C684660636,92951.47,84938.58,C1478269879,23457.68,31470.57,15,9.94,4.38,00:27:24,0
TRX8237712338,Philadelphia,41012.378,C406749219,94729.32,13847.4,C2103569615,54077.41,96729.47,24,1.65,0.74,20:56:13,1
TRX5089990437,Philadelphia,6076.386,C1651689839,44114.77,29594.16,C966567431,16278.27,41133.34,60,2.9,0.99,05:20:00,1
TRX2616264089,Phoenix,5484.94,C773059332,55020.64,49535.7,C623450369,44813.94,50298.88,101,3.94,2.4,19:32:52,0
TRX6991428317,San Antonio,6727.34,C409565350,81297.79,74570.45,C1058238991,89757.89,96485.23,99,3.45,1.1,19:18:50,0
TRX8364557607,Jacksonville,4249.18,C1528391146,23827.94,19578.76,C1012776440,93902.51,98151.69,67,8.23,5.03,02:33:30,0
TRX4015691605,"Washington, D.C.",19869.17,C642340409,77678.01,57808.84,C637365534,10464.05,30333.22,10,9.81,0.11,21:59:54,0
TRX6069188520,El Paso,33031.47,C1460592187,47981.46,14949.99,C100196201,55944.14,88975.61,80,8.09,2.93,23:22:58,0
TRX5650142829,Los Angeles,1859.1,C1429616542,62322.9,60463.8,C1677984391,68719.84,70578.94,82,4.83,4.7,11:15:06,0
TRX8158528073,Philadelphia,10107.54,C1475476398,5797.59,39234.18,C83544669,84546.33,53730.89,49,1.6,0.46,05:55:06,1
TRX9209784390,San Diego,8217.242,C306204573,26850.31,14571.94,C1968852725,32713.17,66199.58,49,7.63,5.89,18:20:16,1
TRX6545794680,Indianapolis,11758.27,C980462805,65716.29,53958.02,C1999135802,67165.55,78923.82,34,2.48,1.78,02:27:12,0
TRX8828534996,San Diego,5541.264,C302007694,6191.1,64012.05,C1300422354,24364.05,67050.28,16,8.8,1.08,14:46:22,1
TRX2041017315,San Francisco,38695.66,C1991386317,24990.14,6032.47,C117556243,21255.12,18475.39,66,6.36,1.99,05:29:01,1
TRX9041787637,Fort Worth,3422.04,C384438050,6302.21,2880.17,C2017393480,31017.39,34439.43,44,4.31,3.15,09:07:32,0
TRX3744913701,Los Angeles,13670,C651023535,17503.87,3833.87,C584501954,63485,77155,16,3.29,0.12,20:04:11,0
TRX4697426250,Austin,4219.94,C1689718593,85468.93,81248.99,C289858350,90943.62,95163.56,33,2.54,2.04,16:28:13,0
TRX7462175703,Austin,105345.12,C1604359229,129083.19,23738.07,C1851522556,26074.47,131419.59,54,5.36,1.82,19:35:10,0
TRX6230426356,Fort Worth,151738.97,C589166341,249199.49,97460.52,C1830969563,44660.52,196399.49,98,7.56,1.99,21:11:16,0
TRX5410060616,Indianapolis,3383.61,C4181455,5460.33,2076.72,C1919584041,49990.54,53374.15,91,6.66,2.62,05:54:47,0
TRX9620362170,Jacksonville,1053.699,C41155230,1781.84,79790.05,C2115087165,50392.8,38851.61,64,7.4,4.55,11:46:05,1
TRX5773423444,Philadelphia,322835.27,C357532288,44907.15,81843.42,C947069810,77203.12,37268.92,87,1.56,1.03,19:41:29,1
TRX8314429298,San Diego,11571.03,C1250582716,27328.86,15757.83,C40245733,79002.72,90573.75,37,7.8,4.6,21:43:21,0
TRX6852730461,Chicago,3199.06,C117227681,70188.32,66989.26,C1627781283,9146.24,12345.3,8,5.18,0.05,21:04:54,0
TRX7588758339,San Francisco,18540.55,C1805164661,7906.91,88101.9,C557424211,47924.7,45860.05,95,2.77,2.48,15:17:48,1
TRX2427064409,Jacksonville,2549.04,C2008547236,28984.91,26435.87,C63361978,1231.49,3780.53,105,5.11,3.39,01:31:15,0
TRX1682091835,Phoenix,103958.84,C1581687077,121188.43,17229.59,C175595853,73295.33,177254.17,59,5.12,1.21,00:32:32,0
TRX5299493265,Indianapolis,7416.07,C1048128739,75176.44,67760.37,C393476856,16179.35,23595.42,82,5.96,0.47,21:33:08,0
TRX2233129342,Dallas,110915.44,C992521115,1408307.08,1297391.64,C1768242710,39303.63,150219.07,3,8.75,4.8,12:48:53,0
TRX6576799272,Seattle,7515.13,C2104758784,69685.01,62169.88,C1582466166,51537.74,59052.87,105,9.13,4.26,05:10:36,0
TRX4551873332,Los Angeles,981.57,C273964290,17390.38,16408.81,C747199999,34159.64,35141.21,23,10.88,4.32,12:53:12,0
TRX5390812544,Philadelphia,18502.819,C1602764176,89692.19,89876.35,C727497138,17430.34,64345.84,32,1.84,0.51,14:15:30,1
TRX8751842740,Philadelphia,7501,C1138249201,2393.91,45037.92,C19400322,62324.43,73062.18,104,2.97,2.49,08:13:56,1
TRX6812019425,Jacksonville,8451.78,C1420284345,88621.12,80169.34,C366916060,16843.43,25295.21,11,8.8,8.23,10:16:09,0
TRX4105767162,Philadelphia,3846.9,C758477563,49985.57,46138.67,C104803851,1891.66,5738.56,107,8.34,5.96,05:57:51,0
TRX5676758658,San Francisco,10041.85,C1760459579,31258.91,21217.06,C356347252,86015.17,96057.02,101,6.64,1.22,02:39:43,0
TRX4909528925,San Jose,100574.99,C261216862,154048.32,53473.33,C282850912,40149.76,140724.75,94,2.36,1.25,11:21:57,0
TRX9807607114,Charlotte,3445.96,C52850797,11364.53,7918.57,C1106933404,9957.73,13403.69,100,8.66,7.64,23:48:46,0
TRX1710437430,Austin,57737.75,C607370452,77630.47,19892.72,C451209405,41482.85,99220.6,79,4.47,2.26,14:34:22,0
TRX7809450364,Austin,3222.32,C1008561904,31892.13,28669.81,C500230084,9593.15,12815.47,74,6.27,0.94,17:39:20,0
TRX2531347255,Fort Worth,6621.75,C227972178,79752.01,73130.26,C2075568954,9138.81,15760.56,109,7.85,7.24,16:10:42,0
TRX4420927756,Philadelphia,2739.174,C472766619,7677.65,6563.64,C323928307,25732.92,46422.31,103,8.83,1.27,04:20:56,1
TRX7773680291,Seattle,256817.61,C302408146,85170.81,82254.57,C191345497,40862.62,92467.72,28,6.65,5.23,09:31:59,1
TRX1009951371,Los Angeles,143038.49,C458385820,208724.7,65686.21,C1928928401,28588.52,171627.01,81,4.11,2.57,06:15:36,0
TRX7611625072,Dallas,183050.13,C1981418429,190033.58,6983.45,C1013528106,24132,207182.13,99,6.93,5.03,23:43:24,0
TRX1416916136,Denver,7837.56,C131168518,49046.26,41208.7,C1022566663,18981.32,26818.88,15,2.86,2,08:14:02,0
TRX4213730043,Chicago,44347.45,C981159997,46297.34,1949.89,C274100821,62219.15,106566.6,94,7.2,0.38,16:07:08,0
TRX3742674214,Columbus,21208.42,C1636003033,38215.26,17006.84,C1707889234,58785.13,79993.55,7,8.92,4.15,04:38:23,0
TRX9997082338,Seattle,130655.55,C2116548099,86396.88,93768.64,C927404792,54770.69,68138.87,78,9.3,0.2,11:48:15,1
TRX8560679565,Dallas,148360.61,C1973790994,422052.37,273691.76,C1898870910,30475.29,178835.9,3,9.54,6.28,13:48:21,0
TRX6048624449,Columbus,156325.62,C994084545,162268.36,5942.74,C2127390817,12905.48,169231.1,110,4.65,3.36,00:13:13,0
TRX7024458929,New York City,5641.56,C1966082314,5914.59,273.03,C132461369,9046.27,14687.83,87,9.77,4.08,23:43:14,0
TRX6062189133,Austin,112057.84,C1908839976,116815.09,4757.25,C543835743,22569.35,134627.19,57,2.26,1.42,05:42:18,0
TRX8682143104,Dallas,2266.02,C1553893991,13995.78,11729.76,C944560186,55746.41,58012.43,52,3.71,2.19,18:34:45,0
TRX2702635775,Charlotte,204683.63,C1799521220,465793.11,261109.48,C1149747394,77000.42,281684.05,57,7.54,2.77,09:57:45,0
TRX6404596102,Philadelphia,6631.67,C379666550,44146.43,37514.76,C1361931872,54780.46,61412.13,90,9.36,4.65,06:25:15,0
TRX8921536550,El Paso,162747.93,C5092445,166454.07,3706.14,C1924999281,39092.12,201840.05,1,6.71,6.69,03:32:15,0
TRX9562730202,Boston,26923.42,C1054913783,97664.53,70741.11,C1677732082,30305.94,57229.36,25,7.32,4.17,00:58:52,0
TRX4071391485,Jacksonville,398.562,C1548535364,1672.31,39848.61,C261429887,45745.14,89540.2,82,2.52,1.57,10:13:21,1
TRX6445937077,Philadelphia,3128.893,C1172707268,8648.01,99185.68,C1538984485,80100.87,63162.97,45,5.24,0.36,05:43:10,1
TRX6916922752,Dallas,20007.91,C806005031,90856.16,70848.25,C1131963943,88621.12,108629.03,25,7.09,1.27,08:46:29,0
TRX5834581978,Jacksonville,15152.15,C474027124,38129.17,22977.02,C410065222,81256.16,96408.31,8,9.11,1.29,02:37:42,0
TRX7059195194,Charlotte,34335.12,C2120532393,33308.54,3182.91,C2122252822,68221.05,85779.02,88,8.24,1.99,19:04:26,1
TRX3548312052,El Paso,10965.89,C1474529475,28815.75,17849.86,C1222272242,41477.84,52443.73,30,7.32,3.02,04:54:54,0
TRX1172153444,Boston,1571.83,C434699861,11094.28,9522.45,C1156210828,893.54,2465.37,88,5.77,3.91,16:36:10,0
TRX8409581463,Los Angeles,7639.015,C2107660410,8775.02,54953.33,C560497703,29312.12,14498.48,26,7.26,0.17,08:00:06,1
TRX7220664100,Denver,12204.29,C2079571758,12378.85,174.56,C438151297,5568.96,17773.25,6,3.46,3.26,07:00:02,0
TRX5427009795,Philadelphia,7890.99,C1161332079,70870.19,62979.2,C1470148280,16317.27,24208.26,85,7.54,5.88,19:22:17,0
TRX8740524416,San Francisco,9452.739,C205278236,40197.78,90344.24,C310212872,85657.6,27392.16,33,1.27,1.14,01:21:52,1
TRX8101180836,Boston,6297.71,C52401871,73239.5,66941.79,C673189187,77028.74,83326.45,40,11.23,6.51,17:45:39,0
TRX1326077543,Chicago,220691.42,C962969081,21697.1,76891.31,C1617550648,21839.99,61826.46,20,9.62,1.24,00:49:47,1
TRX1918923284,Boston,141924.67,C1613658782,164779.27,22854.6,C873002645,60551.68,202476.35,111,1.42,1.36,22:02:43,0
TRX9327849754,Phoenix,1283.991,C2087016410,3732.92,56242.19,C2118413714,45137.44,81795.93,75,1.22,0.21,00:42:08,1
TRX5035584580,Chicago,6430.69,C1250950517,60341.48,53910.79,C1417941371,71522.19,77952.88,38,5.41,4.22,23:38:18,0
TRX6342414078,Chicago,135384.72,C1835002468,818025.84,682641.12,C1063777791,90097.98,225482.7,103,7.07,0.44,03:38:57,0
TRX6647550583,Chicago,3825.07,C105822109,43332.16,39507.09,C1759328722,15464.25,19289.32,79,3.09,2.99,13:59:46,0
TRX2262203678,El Paso,79034.92,C1937337061,114147.98,35113.06,C1639319040,44542.39,123577.31,55,4.1,1.91,19:32:30,0
TRX3958699617,Fort Worth,31657.28,C2020466851,35023.94,3366.66,C1210856733,12238.53,43895.81,18,5.01,1.84,17:02:22,0
TRX3769090866,Fort Worth,1747.13,C1733056574,89424.8,87677.67,C1864715641,16036.51,17783.64,9,8.37,5.11,20:52:12,0
TRX6585528095,San Antonio,115776.04,C35539019,1282455.96,1166679.92,C160945458,61045.85,176821.89,35,8.05,1.35,16:04:25,0
TRX5027387379,Jacksonville,216556.93,C180949634,94565.84,67424.37,C1074976188,14137.16,22998.72,108,6.78,2.05,03:23:46,1
TRX5793028255,Chicago,111108.14,C2000630624,1361442.34,1250334.2,C1448277333,99881.49,210989.63,79,3.39,2.76,21:27:18,0
TRX9844456338,Chicago,11265.41,C2058424956,17126.41,5861,C83721081,41825.84,53091.25,18,5.26,4.02,23:01:35,0
TRX2700501140,Indianapolis,2043.8,C644015103,71241.96,69198.16,C1341975886,55538.93,57582.73,64,9.45,0.25,06:02:34,0
TRX9602638131,San Jose,4297.27,C417797183,5175.61,878.34,C1686386255,64755.16,69052.43,6,8.91,1.08,08:04:47,0
TRX1111201182,Nashville,5746.92,C1413886135,11627.14,5880.22,C2079100080,20319.58,26066.5,97,6.49,0.27,16:08:57,0
TRX7560852829,"Washington, D.C.",1288.03,C1424214946,58036.93,56748.9,C515244925,34221.61,35509.64,76,5.66,2.94,15:42:44,0
TRX2370770770,"Washington, D.C.",7951.32,C1751972013,68121.84,60170.52,C348132918,79417.94,87369.26,85,3.31,1.81,02:13:35,0
TRX6884034252,"Washington, D.C.",7855.62,C289858350,15711.36,7855.74,C603327357,70084.71,77940.33,94,9.3,5.55,01:45:16,0
TRX4693843191,Phoenix,4218.37,C800990938,96812.04,92593.67,C1402923025,13119.57,17337.94,86,5.81,3.39,15:14:37,0
TRX8333428105,Boston,9763.77,C278254138,49890.32,40126.55,C748807322,18277.43,28041.2,101,8.85,7.77,06:03:56,0
TRX9109562762,Boston,2475.82,C609483101,2735.4,259.58,C929066990,1531.27,4007.09,40,5.79,4.22,18:53:56,0
TRX7664543065,Dallas,75405.1,C977772506,94713.54,19308.44,C1369314550,87641.06,163046.16,91,5.51,4.07,21:22:44,0
TRX5962362314,San Antonio,1980.51,C1021138110,59839.24,57858.73,C963884756,30432.3,32412.81,65,9.21,6.43,00:01:05,0
TRX5291046642,Jacksonville,43703.44,C962090205,18467.17,24370.93,C1872905355,14635.95,5998.42,110,4.8,2.04,14:09:04,1
TRX1113249110,Dallas,74317.15,C953253248,174742.88,100425.73,C632475595,65529.54,139846.69,111,8.21,4.51,14:01:59,0
TRX8519231537,Houston,78766.03,C888000613,94529.92,15763.89,C1538679264,49115.27,127881.3,68,6.08,5.8,15:48:56,0
TRX9308914675,Los Angeles,1308.008,C28502081,6747.67,81385.03,C828610686,16321.38,7874.57,67,8.92,0.31,19:08:27,1
TRX5600553375,El Paso,10141.41,C1227792007,33003.84,22862.43,C53421119,9195.7,19337.11,84,7.48,2.88,08:30:56,0
TRX5072408667,Philadelphia,173.52,C595076272,6399.72,6226.2,C1524744833,23665.4,23838.92,56,6.2,2.27,19:21:17,0
TRX3819590374,Los Angeles,7011.419,C687251464,7851.36,96913.44,C715657721,46282.58,11369.95,65,9.22,7.38,18:09:09,1
TRX8779528845,Chicago,4970.55,C1729454521,58686.44,53715.89,C793164837,37612.08,42582.63,2,9.68,2.38,05:53:36,0
TRX5789524001,Los Angeles,29181.32,C275233868,49938.35,20757.03,C1251709638,29895.5,59076.82,90,6.33,4.38,23:32:43,0
TRX9371470738,San Jose,26499.11,C1692377507,55218.01,28718.9,C817689537,4893.52,31392.63,11,6.44,3.22,19:36:05,0
TRX8011068207,Los Angeles,1784.87,C2103748960,11780.37,9995.5,C1114131846,79004.66,80789.53,14,3.92,1.95,10:27:28,0
TRX3608204771,Jacksonville,167906.06,C639690519,42734.63,34570.05,C236590348,89509.39,43128.15,19,8.6,3.77,02:53:32,1
TRX3655266412,Charlotte,8528.94,C2012095985,19234.08,10705.14,C1523084197,82138.21,90667.15,73,6.54,3.2,15:45:09,0
TRX4092941013,"Washington, D.C.",52092.4,C1963645656,5827.13,36041.48,C882144085,45583.7,51761.93,65,5.34,4.38,20:27:43,1
TRX9951119780,Denver,2638.93,C68195016,81223.62,78584.69,C1627993706,51799.17,54438.1,51,5.78,2.82,08:30:52,0
TRX2660704967,"Washington, D.C.",10805.83,C1806402192,53691.37,42885.54,C106629049,39228.94,50034.77,15,8.54,2.08,11:31:00,0
TRX8140756834,Chicago,119529.7,C1258478670,124188.07,4658.37,C289571900,86353,205882.7,82,3.69,1.93,15:50:03,0
TRX5554982275,Charlotte,1563.69,C2031927175,28473.21,26909.52,C989126847,4383.63,5947.32,103,9.17,3.81,05:57:51,0
TRX4159184324,San Antonio,8737.34,C2004628751,27965.65,19228.31,C2063255706,38530.47,47267.81,91,3.13,1.3,12:36:35,0
TRX2358710485,Phoenix,6525.58,C347808407,31647.83,25122.25,C795308615,98250.99,104776.57,68,2.96,2.27,15:34:30,0
TRX4372969666,Charlotte,10619.115,C1576422186,32898.99,18854.67,C996955574,13752.37,85738.53,67,5.33,2.82,04:10:41,1
TRX3945861694,Jacksonville,114202.93,C2063161693,121913.4,7710.47,C1227041903,21793.27,135996.2,52,3.32,2.48,11:02:12,0
TRX3076231217,Nashville,9687.92,C707992390,48432.08,38744.16,C1803807817,62842.56,72530.48,82,7.92,5.34,00:54:43,0
TRX7458848168,Austin,7449.2,C1182888954,79443.12,71993.92,C1910491749,76629.51,84078.71,4,9.49,0.53,05:55:56,0
TRX8031789248,Dallas,165532.06,C1727239209,713975.78,548443.72,C1281325903,21988.19,187520.25,23,3.08,0.5,13:43:32,0
TRX9340041618,San Diego,7561.15,C1240796303,14357.38,6796.23,C442205321,36617.39,44178.54,53,7.47,1.36,08:05:14,0
TRX9181548346,Boston,884.42,C2051611232,39303.63,38419.21,C121010315,1486.17,2370.59,58,6.57,1.24,15:18:32,0
TRX7601506116,Philadelphia,62195.47,C1028472807,52798.23,22027.44,C1477312973,16734.43,29221.49,49,6.87,4.49,06:52:21,1
TRX2490579180,New York City,10266.7,C1053273441,92265.76,81999.06,C1185631996,59618.16,69884.86,56,8.83,1.84,09:11:29,0
TRX2458149642,Charlotte,429.369,C317644782,1332.42,17801.11,C275056979,70350.55,5468.35,28,2.87,1.41,07:48:25,1
TRX8402565206,Seattle,39913.353,C1247570736,30193.45,94423.98,C837246227,18467.17,25825.08,55,5.29,0.61,10:42:27,1
TRX8499552368,Nashville,1661.29,C667197268,10765.44,9104.15,C1312556583,61728.79,63390.08,90,8.95,0.1,18:30:46,0
TRX3153483341,Charlotte,2635.27,C1529010337,50067.09,47431.82,C569539509,51479.54,54114.81,92,3.51,1.22,02:54:07,0
TRX5591906783,Seattle,1861.488,C136880058,15439.16,17105.7,C1562595588,47566.18,10854.81,100,9.91,3.67,06:26:36,1
TRX9423849651,Austin,5376.67,C1690481990,48819.49,43442.82,C402808914,95553.17,100929.84,11,8.89,0.28,11:06:13,0
TRX6258127524,Los Angeles,423.81,C1526062841,56302.57,55878.76,C1758962399,69825.42,70249.23,86,7.6,0.59,07:11:06,0
TRX7952049183,Columbus,124196.03,C1544765522,142853.55,18657.52,C177389135,86404.01,210600.04,7,2.98,1.4,03:45:48,0
TRX5655448017,Boston,1089.98,C86384329,44638.16,43548.18,C954323652,62274.44,63364.42,53,12.58,7.78,10:08:06,0
TRX9739980704,Dallas,1698.43,C1441963321,68984.22,67285.79,C101319115,17109.39,18807.82,14,7.58,3.78,00:02:17,0
TRX5779791381,San Antonio,299024.71,C839404033,373116.79,74092.08,C40829249,39191.29,338216,61,5.2,0.57,20:09:22,0
TRX3705290214,Austin,2836.24,C1502668485,67016.11,64179.87,C559050604,6319.91,9156.15,89,5.35,2.64,16:26:21,0
TRX2339713239,San Antonio,19991.02,C34782860,90223.95,70232.93,C322830747,33392.82,53383.84,26,2.26,1.09,16:40:59,0
TRX3412450971,Dallas,141313.08,C284500039,1123087.32,981774.24,C721671471,70908.99,212222.07,87,3.5,1.79,02:03:10,0
TRX9463111207,Seattle,16487.8,C665690344,57195.46,40707.66,C1159206653,5979.55,22467.35,43,2.9,1.62,12:10:03,0
TRX7906605708,Seattle,5624.03,C199076007,31220.94,25596.91,C1859848511,87851.41,93475.44,13,5.32,0.5,00:05:19,0
TRX1634620392,El Paso,4343.55,C1127856876,4942.01,598.46,C1629133067,12983.17,17326.72,85,9.97,7.74,13:27:35,0
TRX2421274385,El Paso,7652.07,C1181479782,44144.54,36492.47,C2054077982,37656.15,45308.22,111,8.27,3.37,06:11:44,0
TRX5083679234,Charlotte,3775.14,C802395190,80492.32,76717.18,C1859945349,48262.92,52038.06,108,5.59,1.49,13:29:04,0
TRX7674278983,Columbus,48252.82,C183995527,75630.42,27377.6,C1740453150,61138.98,109391.8,74,5.47,3.4,04:34:19,0
TRX7058760874,Phoenix,385.39,C459030111,35962.08,35576.69,C431176461,23083.44,23468.83,4,6.01,5.31,06:45:35,0
TRX8979187683,Chicago,106705.8,C1624788833,119301.34,12595.54,C1418622705,72234.08,178939.88,54,3.78,1.37,15:12:21,0
TRX3841795637,San Diego,1309.91,C209366140,82931.75,81621.84,C913242382,90299.81,91609.72,96,4.62,2.16,19:52:31,0
TRX4466870478,Los Angeles,75522.79,C1057307776,97616.66,22093.87,C2003533730,43271.17,118793.96,75,3.95,3.75,17:01:43,0
TRX5667574147,San Jose,27755.35,C1252261018,44203.51,16448.16,C1616438581,584.88,28340.23,105,8.19,2.59,20:03:09,0
TRX1985869642,Columbus,150031.31,C21964111,68743.37,82139.5,C2049348234,48757.85,5183.21,74,3.6,1.72,19:46:16,1
TRX3297817368,San Antonio,5655.12,C1131710157,80920.89,75265.77,C1129991469,37331.68,42986.8,69,5.17,3.25,09:03:23,0
TRX3067417093,El Paso,8384.24,C1792277476,79106.44,70722.2,C1800649922,22925.65,31309.89,20,8.16,6.5,01:38:14,0
TRX9254555423,San Jose,115172.99,C268630105,125535.09,10362.1,C1123559518,54487.88,169660.87,72,3.36,1.67,21:21:25,0
TRX2382195545,Denver,2731.05,C599203108,68360.7,65629.65,C545714998,39863.15,42594.2,72,1.32,1.17,13:40:55,0
TRX1122968455,Chicago,1992.925504,C1060519157,47483.3,50103.71,C143239336,12974.72,48852.96,29,7.33,0.27,16:56:51,1
TRX5905821220,Indianapolis,3455.98,C277155095,30722.19,27266.21,C451959555,9996.58,13452.56,56,4.15,2.89,18:18:17,0
TRX6407588270,"Washington, D.C.",148669.06,C1266568468,182655.19,33986.13,C989033734,29660.25,178329.31,52,2.28,1.76,21:57:41,0
TRX5819277691,Indianapolis,200179.4,C1647799261,592933.24,392753.84,C945276373,16566.6,216746,104,8.59,1.82,19:08:37,0
TRX4805320749,"Washington, D.C.",3511.45,C1585824283,71822.93,68311.48,C2013063878,36079.26,39590.71,102,3.57,2.17,04:44:06,0
TRX1031592755,Nashville,2726.77,C1533987146,86462.78,83736.01,C536160881,39372.9,42099.67,112,6.59,1.1,08:40:10,0
TRX1165709558,New York City,3646.2,C1946464242,27907.15,24260.95,C1511180072,88499.98,92146.18,16,8.9,6.87,21:34:17,0
TRX8290999426,Seattle,60133.823,C1639296014,74105.56,68353.76,C995760621,89826.13,35179.74,35,9.08,0.94,15:42:34,1
TRX7391697284,Seattle,13318.52,C1092382020,9126.3,75719.17,C2023156074,27942.31,25081.42,52,5.79,3.2,17:10:44,1
TRX5424455469,"Washington, D.C.",9644.94,C1289850092,61896.26,52251.32,C886499748,59988.62,69633.56,41,3.65,1.55,17:11:22,0
TRX4646139550,Los Angeles,135546.86,C1734925428,368228.98,232682.12,C1197721383,5672.46,141219.32,16,9.79,0.67,10:05:00,0
TRX8129884469,Austin,143860.31,C1229143192,145582.46,1722.15,C482900198,28772.85,172633.16,101,4.81,3.75,03:08:56,0
TRX9024871505,Columbus,6109.04,C950831464,13588.43,7479.39,C887210557,26097.61,32206.65,53,7.17,4.62,02:46:19,0
TRX2296518834,Philadelphia,80763.76,C1805402813,92178.33,11414.57,C938872020,37073.24,117837,35,2.8,2.41,06:38:01,0
TRX5817281771,Columbus,4370.344,C222300483,33457.92,55295.62,C1907241392,99427.77,87502.03,22,7.02,4.05,07:15:53,1
TRX7517982005,Los Angeles,5807.09,C2103044456,70809.97,65002.88,C45703335,96430.27,102237.36,60,3.02,0.65,19:27:55,0
TRX5194011444,Fort Worth,88625.53,C1251247808,108215.71,19590.18,C107799732,67713.11,156338.64,62,11.22,1.33,20:22:27,0
TRX6954886622,Philadelphia,14611.738,C299004234,71640.74,24204.81,C1595782032,60283.94,60873.67,35,2.55,2.38,16:04:24,1
TRX9899075870,Philadelphia,108723.75,C769354865,116087.07,7363.32,C1417851690,94541.51,203265.26,64,6.98,5.02,14:37:46,0
TRX1994700099,Boston,112304.66,C641306471,116436.96,4132.3,C711964207,50964.93,163269.59,59,6.67,3.79,23:27:54,0
