Transaction ID,Type,Branch,Amount,Name Origin,Old Balance Origin,New Balance Origin,Name Destination,Old Balance Destination,New Balance Destination,Unusual Logins,Account Age,isFlaggedFraud,Account Type,Date of Transaction,Time of Day,isFraud
TRX9050739043,CASH_IN,Irak,113486.72,C906741317,674486.68,787973.4,C906741317,185389.8,71903.08,19,3.016351817,0,Savings,07-01-2018,Morning,1
TRX1191796175,CASH_OUT,Estados Unidos,236200.44,C1365013293,1737844.0,1501643.56,C1365013293,0.0,0.0,17,1.73857008,0,Savings,09-01-2018,Night,0
TRX5046179201,PAYMENT,Indonesia,3153.75,C467988572,13189.25,10035.5,M1107476456,1290166.0,1293319.75,11,1.13340355,0,Current,08-01-2018,Afternoon,0
TRX8214606286,CASH_OUT,Italia,7323.56,C542306453,825371.0,818047.44,C542306453,0.0,0.0,8,5.596190114,0,Savings,09-01-2018,Afternoon,0
TRX5640484592,TRANSFER,Peru,1008022.35,C1912104290,2082483.0,1074460.65,C214774813,14800000.0,15808022.35,12,5.040615147,0,Savings,09-01-2018,Afternoon,0
TRX4829011997,CASH_IN,Suecia,2654.73,C1473230040,4061624.6,4064279.33,C1473230040,0.0,0.0,10,8.412678634,0,Savings,06-01-2018,Afternoon,0
TRX6682605346,PAYMENT,Australia,25704.52,C2055422401,751294.9,725590.38,M212397882,1147867.0,1173571.52,15,2.424589735,0,Savings,09-01-2018,Morning,0
TRX1162256928,PAYMENT,Afganistan,6230.44,C960319028,20880.0,14649.56,M306013803,539848.0,546078.44,6,5.142374036,0,Savings,06-01-2018,Night,0
TRX4020553619,TRANSFER,Barbados,939018.7,C1561005241,1067877.0,128858.3,C1023714065,1791001.63,2730020.33,11,8.489482083,0,Savings,19-01-2018,Afternoon,0
TRX4194781609,CASH_OUT,Francia,265803.38,C1822630059,2634964.27,2369160.89,C1822630059,0.0,0.0,17,0.122720917,0,Savings,13-01-2018,Morning,0
TRX3149107322,PAYMENT,Espana,19420.39,C1276761134,82802.0,63381.61,M926837661,1869757.0,1889177.39,11,1.710612957,0,Savings,12-01-2018,Night,0
TRX2362886331,CASH_OUT,Estados Unidos,268894.02,C1840987517,304791.0,35896.98,C1840987517,0.0,0.0,3,0.315290568,0,Current,25-01-2018,Afternoon,0
TRX9995471671,CASH_IN,Estados Unidos,135665.1,C1758876146,3601412.53,3737077.63,C1758876146,0.0,0.0,12,2.553205019,0,Savings,13-01-2018,Night,0
TRX8208769982,PAYMENT,Italia,2270.41,C1690050988,60640.12,58369.71,M1228798862,918657.0,920927.41,8,3.917479808,0,Savings,19-01-2018,Afternoon,0
TRX6916922752,PAYMENT,Francia,7771.86,C806005031,24428.0,16656.14,M262217690,137315.0,145086.86,1,6.796311175,0,Savings,06-01-2018,Afternoon,0
TRX4025640917,PAYMENT,Rusia,9314.84,C827035437,104536.0,95221.16,M1716164115,377219.0,386533.84,3,5.718990339,0,Current,13-01-2018,Morning,0
TRX9971337695,PAYMENT,Brasil,1560.66,C844194537,11428.0,9867.34,M518261596,1651567.0,1653127.66,2,1.679476731,0,Savings,25-01-2018,Morning,0
TRX2073394554,PAYMENT,Australia,42621.98,C1328225951,0.0,0.0,M2130299045,0.0,0.0,6,0.5156197467,0,Savings,12-01-2018,Morning,1
TRX4849807130,CASH_IN,Francia,56869.53,C1753259207,1020491.31,1077360.84,C1753259207,0.0,0.0,6,3.149524848,0,Savings,08-01-2018,Afternoon,0
TRX6695767538,PAYMENT,Estados Unidos,9183.25,C1276530561,11539.84,2356.59,M466322841,1598362.0,1607545.25,7,6.658397229,0,Current,12-01-2018,Night,0
TRX8714162127,CASH_OUT,Espana,80117.92,C1455581985,1631495.0,1551377.08,C1455581985,0.0,0.0,6,5.652471345,0,Savings,09-01-2018,Morning,0
TRX1550666774,CASH_OUT,Alemania,55412.64,C973030433,337385.07,281972.44,C973030433,90698.78,146111.42,1,5.446092731,0,Current,13-01-2018,Afternoon,1
TRX9517015745,PAYMENT,Reino Unido,1651.39,C2066066225,11790.0,10138.61,M536994956,330780.0,332431.39,8,3.565756648,0,Savings,05-01-2018,Morning,0
TRX3559569517,CASH_IN,Brasil,56641.09,C2142908670,1580449.0,1637090.09,C2142908670,0.0,0.0,7,2.716359121,0,Current,09-01-2018,Morning,0
TRX8438852796,CASH_OUT,Lituania,155270.31,C1292548899,0.0,0.0,C1292548899,346277.88,618730.52,13,4.523535269,0,Savings,05-01-2018,Morning,1
TRX3138946348,PAYMENT,Argelia,3768.03,C1573849496,104381.0,100612.97,M1021904626,536757.0,540525.03,19,7.165405233,0,Savings,13-01-2018,Afternoon,0
TRX9177133266,CASH_OUT,Francia,85074.07,C1909002529,1098496.0,1013421.93,C1909002529,0.0,0.0,20,0.381770944,0,Current,13-01-2018,Afternoon,0
TRX1147586370,PAYMENT,Republica Dominicana,1988.49,C1442249061,50116.0,48127.51,M1088287545,554628.0,556616.49,13,7.791843458,0,Current,10-01-2018,Afternoon,0
TRX4686491722,PAYMENT,Reino Unido,1292.42,C560165559,9910.0,8617.58,M347354124,753886.0,755178.42,17,2.582048056,0,Current,06-01-2018,Afternoon,0
TRX5830690287,PAYMENT,Espana,6887.71,C984832924,114040.0,107152.29,M2000802630,654325.0,661212.71,10,8.378335365,0,Savings,05-01-2018,Afternoon,0
TRX7361413531,TRANSFER,Colombia,92236.11,C2016142571,456915.3,364679.19,C1749186397,272537.66,364773.77,1,8.353533615,0,Savings,06-01-2018,Morning,0
TRX4938869594,CASH_IN,Honduras,193626.89,C2053555034,8703220.22,8896847.11,C2053555034,0.0,0.0,15,3.555384359,0,Current,08-01-2018,Afternoon,0
TRX3785554328,PAYMENT,Indonesia,12368.9,C621502043,1191907.91,1179539.01,M1324526451,1534160.0,1546528.9,12,4.008665251,0,Savings,07-01-2018,Night,0
TRX1443153642,CASH_IN,Rusia,281620.9,C1445324769,1852386.0,2134006.9,C1445324769,0.0,0.0,12,3.240486452,0,Savings,07-01-2018,Night,0
TRX3049588711,PAYMENT,Reino Unido,2245.62,C194107588,30910.0,28664.38,M1264674474,716471.0,718716.62,12,3.812625962,0,Current,16-01-2018,Morning,0
TRX3607847881,PAYMENT,Irak,13870.79,C902427943,99718.0,85847.21,M1387774425,1935788.0,1949658.79,15,4.533606648,0,Current,06-01-2018,Night,0
TRX9340041618,PAYMENT,Estados Unidos,12809.53,C1240796303,799724.0,786914.47,M1189496205,712726.0,725535.53,19,4.046386559,0,Savings,06-01-2018,Afternoon,0
TRX2565364741,PAYMENT,Mexico,6382.51,C1092023914,54402.54,48020.03,M1505774574,488398.0,494780.51,5,7.089952115,0,Current,11-01-2018,Afternoon,0
TRX2117327516,PAYMENT,Italia,22344.15,C1351568309,1096114.0,1073769.85,M1443030336,937556.0,959900.15,13,7.569541361,0,Savings,11-01-2018,Afternoon,0
TRX6587221271,CASH_IN,Alemania,314770.11,C1189317672,5772116.86,6086886.97,C1189317672,0.0,0.0,7,3.885111825,0,Savings,19-01-2018,Morning,0
TRX5930690180,PAYMENT,Turquia,19858.46,C156684093,309068.21,289209.75,M1898058733,1654152.0,1674010.46,18,8.50133079,0,Savings,05-01-2018,Afternoon,0
TRX8385897730,CASH_IN,Italia,230892.79,C973604748,359146.07,590038.86,C973604748,0.0,0.0,10,1.442112149,0,Current,16-01-2018,Morning,0
TRX1329269451,PAYMENT,India,30168.17,C1407280813,30644.89,476.72,M817902707,902673.0,932841.17,4,1.427021426,0,Savings,10-01-2018,Afternoon,0
TRX7648109366,PAYMENT,India,24661.43,C95545487,1723428.0,1698766.57,M873249151,1677595.0,1702256.43,2,7.353102922,0,Savings,07-01-2018,Night,0
TRX8568979310,CASH_OUT,Republica Democratica del Congo,439930.78,C1290733383,1463653.0,1023722.22,C1290733383,0.0,0.0,2,4.218496036,0,Savings,07-01-2018,Night,0
TRX8209995990,PAYMENT,Australia,7506.65,C895366343,13860.27,6353.62,M1416665097,788573.0,796079.65,8,5.820039145,0,Savings,16-01-2018,Night,0
TRX3081158757,CASH_IN,China,392853.36,C1899433964,774109.23,1166962.59,C1899433964,0.0,0.0,9,1.404218963,0,Savings,13-01-2018,Night,0
TRX1835401615,CASH_OUT,Turquia,38428.19,C1491522744,706320.0,667891.81,C1491522744,0.0,0.0,11,5.500899866,0,Savings,06-01-2018,Afternoon,0
TRX4727434622,PAYMENT,Republica Dominicana,6822.49,C1412600960,10090.06,3267.57,M1493177287,1691937.0,1698759.49,13,5.801053253,0,Current,03-01-2018,Afternoon,0
TRX1357134255,PAYMENT,Brasil,6142.72,C1044174590,51302.0,45159.28,M501244955,1145160.0,1151302.72,1,5.374981358,0,Savings,08-01-2018,Morning,0
TRX2421274385,CASH_OUT,El Salvador,186948.68,C1181479782,1570390.0,1383441.32,C1181479782,0.0,0.0,12,4.289332398,0,Savings,08-01-2018,Night,0
TRX7274979400,CASH_IN,Estados Unidos,403393.65,C2104139102,421256.92,824650.57,C2104139102,0.0,0.0,17,4.077799545,0,Savings,07-01-2018,Afternoon,0
TRX8258561333,CASH_IN,Indonesia,180075.86,C79791382,3052766.52,3232842.38,C79791382,0.0,0.0,10,2.337619543,0,Savings,19-01-2018,Afternoon,0
TRX2175062089,CASH_IN,Italia,611448.91,C1648003357,1171366.33,1782815.24,C1648003357,0.0,0.0,13,8.197185204,0,Savings,03-01-2018,Morning,0
TRX4561192988,PAYMENT,Francia,8419.73,C88301993,15729.0,7309.27,M841166421,558526.0,566945.73,14,5.941299714,0,Savings,06-01-2018,Night,0
TRX8644327303,TRANSFER,Estados Unidos,472132.78,C565678786,1461308.0,989175.22,C1457383927,34128.82,506261.6,17,0.08987172,0,Savings,08-01-2018,Morning,0
TRX6867941507,CREDIT,Mexico,2503.29,C8312750,202248.0,199754.71,C2083562754,2806052.44,2808565.73,11,0.004064670434,0,Current,05-01-2018,Night,1
TRX8448864516,PAYMENT,Italia,7550.29,C799260198,7888.0,337.71,M1116197959,1114495.0,1122045.29,10,3.18020539,0,Savings,13-01-2018,Afternoon,0
TRX4159184324,PAYMENT,Iran,4412.45,C2004628751,58356.68,53944.23,M665512315,163692.0,168104.45,2,3.622579872,0,Current,25-01-2018,Morning,0
TRX8812087683,CASH_IN,Australia,10391.99,C1303187181,5051488.49,5061880.48,C1303187181,0.0,0.0,18,1.990743551,0,Current,06-01-2018,Afternoon,0
TRX2487692777,TRANSFER,Reino Unido,365254.36,C316731851,1610125.0,1244870.64,C1504109395,296699.75,661954.11,4,7.429264652,0,Current,16-01-2018,Night,0
TRX2191045457,CASH_IN,Angola,289490.08,C2042744055,1577555.0,1867045.08,C2042744055,0.0,0.0,4,5.708180766,0,Savings,06-01-2018,Morning,0
TRX6969698126,PAYMENT,Alemania,4671.39,C908696451,106192.0,101520.61,M1913836511,1876886.0,1881557.39,2,8.217665128,0,Current,07-01-2018,Night,0
TRX5150871621,CASH_IN,Bulgaria,357220.77,C843149630,1283376.23,1640597.0,C843149630,0.0,0.0,13,3.643186296,0,Savings,11-01-2018,Night,0
TRX2410713627,PAYMENT,India,5170.23,C1379207867,184781.0,179610.77,M1746578747,1287159.0,1292329.23,4,2.838055355,0,Savings,08-01-2018,Morning,0
TRX5695415613,PAYMENT,Estados Unidos,6745.4,C2120532393,25920.0,19174.6,M2145001473,1228055.0,1234800.4,10,6.794419989,0,Savings,09-01-2018,Morning,0
TRX6029887787,PAYMENT,Filipinas,10172.81,C1699826397,1510026.0,1499853.19,M2045188238,954308.0,964480.81,14,8.903387513,0,Savings,11-01-2018,Night,0
TRX4372084716,CREDIT,Alemania,924.07,C721648892,21898.0,22822.07,C115939475,20955.0,20030.93,3,4.308066167,0,Savings,09-01-2018,Night,0
TRX7307030621,PAYMENT,Estados Unidos,2047.33,C520296852,100382.0,98334.67,M934985972,859841.0,861888.33,7,0.074106606,0,Current,25-01-2018,Night,0
TRX4689428555,CASH_OUT,Turquia,5223.97,C42820240,6174.0,950.03,C42820240,0.0,0.0,14,6.067632954,0,Current,10-01-2018,Afternoon,0
TRX1860113226,PAYMENT,Espana,6028.79,C1093707336,22303.0,16274.21,M1644128841,868093.0,874121.79,19,5.459934473,0,Savings,06-01-2018,Afternoon,0
TRX3577353759,TRANSFER,Australia,91424.21,C1167792250,640077.0,548652.79,C1067936865,154845.0,246269.21,18,2.805200285,0,Current,25-01-2018,Morning,0
TRX2060013437,CASH_IN,Australia,349640.51,C1493042329,1023111.71,1372752.22,C1493042329,0.0,0.0,8,3.115110958,0,Savings,08-01-2018,Night,0
TRX4509310813,PAYMENT,Italia,1146.72,C151515831,10248.0,9101.28,M1130160902,565307.0,566453.72,10,2.056206323,0,Savings,09-01-2018,Morning,0
TRX1728003207,PAYMENT,Estados Unidos,13597.47,C1015539793,758617.0,745019.53,M1414883107,853661.0,867258.47,10,8.960759757,0,Savings,06-01-2018,Morning,0
TRX9505732302,TRANSFER,Espana,411363.54,C1200048933,1789549.0,1378185.46,C1049817027,52170.0,463533.54,12,4.28561077,0,Current,16-01-2018,Night,0
TRX2735600285,PAYMENT,Alemania,4103.11,C1535684464,12774.0,8670.89,M658107584,936078.0,940181.11,19,7.706494191,0,Savings,19-01-2018,Morning,0
TRX3407295230,PAYMENT,Estados Unidos,14584.16,C1852361929,474168.97,459584.81,M394591403,1387983.0,1402567.16,14,8.580357391,0,Savings,12-01-2018,Night,0
TRX7318571534,CASH_IN,Turkmenistan,180025.45,C1798299644,5059628.0,5239653.45,C1798299644,0.0,0.0,5,7.142718675,0,Savings,16-01-2018,Night,0
TRX8151017022,TRANSFER,Brasil,1501775.62,C669096398,1747882.0,246106.38,C1883840933,15800000.0,17301775.62,7,1.767682566,0,Savings,19-01-2018,Night,0
TRX5853752942,CASH_OUT,Cuba,335416.51,C743778731,1707723.0,1372306.49,C743778731,0.0,0.0,19,2.172763395,0,Current,09-01-2018,Night,0
TRX5506671613,PAYMENT,Australia,6279.22,C321041781,16353.0,10073.78,M1843321088,998138.0,1004417.22,12,2.147287925,0,Savings,10-01-2018,Afternoon,0
TRX4499224166,PAYMENT,Estados Unidos,8971.91,C2010632912,30792.0,21820.09,M1661426385,739334.0,748305.91,19,0.613422014,0,Savings,06-01-2018,Morning,0
TRX9576925727,CASH_IN,Australia,57809.81,C635610193,3434765.61,3492575.42,C635610193,0.0,0.0,18,6.297539142,0,Savings,08-01-2018,Afternoon,0
TRX9952796756,CASH_IN,Estados Unidos,53212.23,C916585760,4868384.59,4921596.82,C916585760,0.0,0.0,10,4.76790376,0,Savings,13-01-2018,Afternoon,0
TRX8758947796,CREDIT,Venezuela,3111.86,C548795052,64665.82,61563.96,C240650537,10070.22,0.0,3,4.564422676,0,Savings,19-01-2018,Afternoon,1
TRX5368261905,CASH_OUT,Alemania,245086.32,C1790048347,1142310.0,897223.68,C1790048347,0.0,0.0,9,7.120129994,0,Savings,07-01-2018,Night,0
TRX2755110794,TRANSFER,Australia,29352.63,C1785536499,50904.0,21551.37,C1725097945,19248.7,48601.33,17,3.688705341,0,Savings,06-01-2018,Night,0
TRX2294264304,PAYMENT,Paises Bajos,13832.09,C901852282,1598256.09,1584424.0,M1703040426,567432.0,581264.09,5,3.661991166,0,Savings,07-01-2018,Afternoon,0
TRX4501616246,PAYMENT,Japan,7837.56,C1878225987,41373.0,33535.44,M1707901480,1765533.0,1773370.56,7,8.942296063,0,Savings,11-01-2018,Afternoon,0
TRX5468428990,PAYMENT,Francia,186.33,C773238925,11411.0,11224.67,M1536728519,649874.0,650060.33,19,8.082963491,0,Current,06-01-2018,Morning,0
TRX8743915468,CASH_IN,Estados Unidos,16220.42,C1708101024,3906907.44,3923127.86,C1708101024,0.0,0.0,20,7.204982498,0,Savings,06-01-2018,Afternoon,0
TRX9498503539,PAYMENT,Alemania,8354.27,C2075372030,25256.0,16901.73,M2092885124,1076128.0,1084482.27,10,2.792000533,0,Savings,10-01-2018,Night,0
TRX3283223258,PAYMENT,India,1128.88,C2023349777,89406.0,88277.12,M688722159,1589680.0,1590808.88,16,3.247442547,0,Savings,07-01-2018,Afternoon,0
TRX7484566441,TRANSFER,Francia,360373.89,C165128275,880384.28,520010.39,C1213485528,0.0,360373.89,1,3.002334052,0,Savings,25-01-2018,Afternoon,0
TRX6293689404,CASH_IN,India,5763.99,C544966217,1276098.29,1281862.28,C544966217,0.0,0.0,19,0.196520009,0,Savings,08-01-2018,Night,0
TRX4479552132,CASH_OUT,Mexico,53083.59,C355222677,611306.0,558222.41,C355222677,0.0,0.0,12,4.375019476,0,Current,13-01-2018,Night,0
TRX4645804133,PAYMENT,Filipinas,2057.71,C896138248,25132.0,23074.29,M548482954,330036.0,332093.71,14,1.667563713,0,Current,16-01-2018,Afternoon,0
TRX8246242863,CASH_OUT,Reino Unido,454775.22,C973615092,1553911.0,1099135.78,C973615092,0.0,0.0,6,5.523950243,0,Savings,12-01-2018,Afternoon,0
TRX8941194064,CASH_IN,Tailandia,132953.45,C1966670937,7964926.82,8097880.27,C1966670937,1617722.17,16518.36,8,4.270669668,0,Savings,03-01-2018,Afternoon,1
TRX1704073377,TRANSFER,Brasil,643137.09,C1200740612,2194457.0,1551319.91,C985934102,5076437.65,5719574.74,9,6.896287978,0,Savings,08-01-2018,Afternoon,0
TRX4825150022,PAYMENT,Mexico,5335.39,C1857031358,26813.0,21477.61,M1961147937,1613878.0,1619213.39,1,5.516006944,0,Current,05-01-2018,Night,0
TRX9728184015,CREDIT,Italia,5454.05,C470132045,86214.0,91668.05,C1330106945,18590.13,13136.08,5,5.836482329,0,Savings,11-01-2018,Morning,0
TRX9753572554,PAYMENT,Australia,20677.95,C767760847,24849.0,4171.05,M23660841,1306870.0,1327547.95,13,5.14067256,0,Current,06-01-2018,Afternoon,0
TRX3791837052,CASH_IN,Filipinas,542616.63,C2068103096,6376113.74,6918730.37,C2068103096,0.0,0.0,11,5.485758283,0,Savings,19-01-2018,Afternoon,0
TRX3563692207,PAYMENT,Banglades,10788.66,C61334373,80777.0,69988.34,M753853622,1045773.0,1056561.66,1,0.453306282,0,Savings,07-01-2018,Morning,0
TRX2233129342,PAYMENT,Mexico,13407.06,C992521115,17244.0,3836.94,M381760603,1483905.0,1497312.06,2,2.742116625,0,Savings,07-01-2018,Afternoon,0
TRX1911491777,PAYMENT,Nueva Zelanda,11999.97,C1403405730,19798.0,7798.03,M210575547,1240296.0,1252295.97,7,8.985281225,0,Savings,06-01-2018,Afternoon,0
TRX9738450673,PAYMENT,India,20144.74,C1406763631,684867.83,664723.09,M512029640,1421379.0,1441523.74,16,6.120650064,0,Savings,07-01-2018,Afternoon,0
TRX3809603742,CASH_OUT,Brasil,163717.43,C193492784,1799600.0,1635882.57,C193492784,0.0,0.0,13,0.982189298,0,Savings,07-01-2018,Morning,0
TRX5854860742,CASH_IN,Angola,49512.11,C1629133067,5555977.62,5605489.74,C1629133067,498678.55,449166.44,6,7.731923345,0,Current,08-01-2018,Night,1
TRX1092934579,TRANSFER,Argentina,1755646.72,C538375433,1975995.0,220348.28,C932583850,2719172.89,4474819.61,4,8.446097026,0,Current,13-01-2018,Night,0
TRX7886807832,PAYMENT,Filipinas,347.5,C483529787,9148.0,8810.5,M286840121,0.0,0.0,7,3.688045509,0,Savings,10-01-2018,Afternoon,1
TRX4339019068,PAYMENT,Alemania,8053.3,C1954091312,14512.0,6458.7,M1313722236,1442601.0,1450654.3,12,7.930773529,0,Current,09-01-2018,Morning,0
TRX4298543551,CASH_OUT,Haiti,222108.22,C2070438137,533624.62,311516.4,C2070438137,0.0,0.0,4,2.226244119,0,Savings,07-01-2018,Afternoon,0
TRX4301050072,TRANSFER,Polonia,436099.98,C794942980,451466.02,15366.04,C503195940,0.0,436099.98,2,0.532416844,0,Current,09-01-2018,Morning,0
TRX6961589054,CASH_IN,Espana,130280.74,C1594981181,2485074.59,2615355.33,C1594981181,0.0,0.0,6,6.029463804,0,Savings,06-01-2018,Morning,0
TRX9542843247,CASH_IN,Brasil,20439.44,C1708850768,31023.0,51462.44,C1708850768,0.0,0.0,4,3.554884363,0,Savings,08-01-2018,Morning,0
TRX3622976546,PAYMENT,Georgia,2011.37,C7508078,18783.18,16771.81,M1428815684,1635704.0,1637715.37,1,3.215345719,0,Current,25-01-2018,Afternoon,0
TRX7512430208,PAYMENT,Estados Unidos,9802.73,C2044888689,211764.0,201961.27,M181806430,1986987.0,1996789.73,19,8.428490902,0,Current,10-01-2018,Night,0
TRX1672601960,PAYMENT,Espana,261.95,C1296928719,1803.0,1541.05,M1628289406,819998.0,820259.95,12,8.098527147,0,Savings,11-01-2018,Afternoon,0
TRX6701880392,PAYMENT,Chile,236.17,C560565850,32051.0,31814.83,M64761620,1514861.0,1515097.17,3,3.941003847,0,Current,09-01-2018,Afternoon,0
TRX5240671834,PAYMENT,Honduras,565.49,C1091925703,11165.0,10599.51,M858132653,1201245.0,1201810.49,9,0.539335156,0,Current,09-01-2018,Afternoon,0
TRX7531419866,PAYMENT,China,409.74,C366023886,767433.2,767023.46,M856880372,383480.0,383889.74,1,1.767736081,0,Savings,10-01-2018,Afternoon,0
TRX4889564543,TRANSFER,Espana,1379628.76,C1025979136,1384382.0,4753.24,C1034584766,0.0,1379628.76,9,0.180132034,0,Savings,12-01-2018,Night,0
TRX2058194264,PAYMENT,India,6757.51,C1313799195,20874.0,14116.49,M1168079523,869185.0,875942.51,17,7.673408533,0,Savings,06-01-2018,Night,0
TRX7260042401,CASH_IN,Turquia,166437.13,C1545982161,968581.39,1135018.52,C1545982161,0.0,0.0,16,6.345993819,0,Savings,06-01-2018,Night,0
TRX2559213416,CASH_IN,Estados Unidos,53695.05,C1190042877,58339.0,112034.05,C1190042877,0.0,0.0,17,1.658579155,0,Savings,07-01-2018,Afternoon,0
TRX3461208801,PAYMENT,Estados Unidos,4400.63,C1648091808,19585.64,15185.01,M994372924,355485.0,359885.63,19,6.881249985,0,Savings,11-01-2018,Afternoon,0
TRX2369118467,PAYMENT,Suecia,27.55,C1688770224,6861.14,6833.59,M235162442,1358901.0,1358928.55,10,8.149816175,0,Savings,05-01-2018,Morning,0
TRX4909528925,CASH_IN,Estados Unidos,226580.84,C261216862,4279436.69,4506017.53,C261216862,0.0,0.0,4,7.27048907,0,Savings,05-01-2018,Night,0
TRX3960791876,CASH_IN,Francia,15152.15,C1847431070,3561711.36,3576863.51,C1847431070,0.0,0.0,3,5.946405536,0,Current,07-01-2018,Night,0
TRX6428225482,PAYMENT,Indonesia,1747.13,C68904657,3228.98,1481.85,M263373555,1885394.0,1887141.13,16,5.331499081,0,Current,25-01-2018,Night,0
TRX4661625634,PAYMENT,Italia,8440.86,C967531000,14189.75,5748.89,M1693003105,840265.0,848705.86,19,2.501953093,0,Savings,06-01-2018,Night,0
TRX7827104332,CASH_IN,SudAfrica,234094.24,C1739267143,5678386.36,5912480.6,C1739267143,0.0,0.0,4,5.21454609,0,Savings,06-01-2018,Night,0
TRX6040271074,PAYMENT,Brasil,36774.88,C1219499527,854124.0,817349.12,M1126522769,411422.0,448196.88,8,5.042141816,0,Savings,03-01-2018,Morning,0
TRX9761272506,PAYMENT,Australia,7342.63,C1731295355,19443.0,12100.37,M385332399,138983.0,146325.63,11,0.068971184,0,Current,06-01-2018,Afternoon,0
TRX6081930435,CASH_IN,Estados Unidos,230553.47,C208515085,1651219.17,1881772.64,C208515085,0.0,0.0,14,1.370159127,0,Savings,11-01-2018,Night,0
TRX5221147965,CASH_OUT,Nicaragua,247480.23,C906838480,471750.0,224269.77,C906838480,0.0,0.0,5,1.551899034,0,Savings,16-01-2018,Night,0
TRX4689222630,PAYMENT,Francia,6675.34,C2075568954,10107.0,3431.66,M2145896000,949468.0,956143.34,14,1.627868252,0,Savings,25-01-2018,Afternoon,0
TRX9069450812,PAYMENT,Corea del Sur,3875.51,C1676883562,8027.12,4151.61,M937726434,1152377.0,1156252.51,17,2.689436814,0,Savings,06-01-2018,Night,0
TRX1986351784,PAYMENT,Australia,1016.98,C386607015,17362.0,16345.02,M2033788292,360782.0,361798.98,17,5.243158539,0,Savings,06-01-2018,Night,0
TRX3204354247,PAYMENT,Estados Unidos,3810.43,C2046545652,16792.0,12991.57,M1997267152,0.0,0.0,9,1.368135251,0,Current,16-01-2018,Afternoon,1
TRX8695284198,PAYMENT,Reino Unido,6716.16,C1862321166,11858.0,5141.84,M126039047,902876.0,909592.16,12,3.173107474,0,Savings,08-01-2018,Night,0
TRX5198146367,PAYMENT,Brasil,3121.81,C1257526338,16733.0,13611.19,M494951073,159893.0,163014.81,2,5.763413571,0,Savings,06-01-2018,Morning,0
TRX4495934855,CREDIT,Noruega,9837.13,C2005706991,1543755.0,1553592.13,C35534346,318833.62,308996.49,4,5.066075104,0,Savings,07-01-2018,Morning,0
TRX5157200468,PAYMENT,Ucrania,3970.45,C977522995,11349.0,7378.55,M969811954,1259176.0,1263146.45,6,7.090021087,0,Savings,13-01-2018,Afternoon,0
TRX3073200340,PAYMENT,Reino Unido,4213.36,C1227224309,233618.0,229404.64,M450438867,1152684.0,1156897.36,1,8.555320266,0,Savings,12-01-2018,Afternoon,0
TRX4684924937,CASH_IN,Estados Unidos,184263.87,C1981372076,2339038.21,2523302.08,C1981372076,0.0,0.0,20,3.381161637,0,Current,03-01-2018,Morning,0
TRX4150675922,PAYMENT,Alemania,5962.29,C1910622204,11695.0,5732.71,M139134521,205136.0,211098.29,6,4.506401476,0,Savings,07-01-2018,Night,0
TRX6942802752,CASH_IN,Egipto,269362.19,C1131908461,9895483.55,10164845.74,C1131908461,0.0,0.0,20,6.899545481,0,Savings,13-01-2018,Morning,0
TRX8920579471,PAYMENT,Francia,5738.02,C1798380773,15541.0,9802.98,M419563367,1569620.0,1575358.02,20,6.01693088,0,Savings,08-01-2018,Night,0
TRX4708104278,PAYMENT,Australia,4074.2,C943659381,719182.0,715107.8,M1142735456,405733.0,409807.2,1,2.485872024,0,Current,25-01-2018,Afternoon,0
TRX4367071289,PAYMENT,Nueva Zelanda,7614.89,C2098087645,30608.0,22993.11,M3244883,341222.0,348836.89,2,1.328004621,0,Current,06-01-2018,Morning,0
TRX1293727891,TRANSFER,India,1232150.93,C1241189309,2100814.0,868663.07,C1899073220,1811160.5,3043311.43,13,2.610523604,0,Savings,08-01-2018,Morning,0
TRX4048614769,PAYMENT,Brasil,6466.5,C1179244298,14990.0,8523.5,M1564688538,670720.0,677186.5,7,8.700380778,0,Current,12-01-2018,Morning,0
TRX6006476219,CASH_IN,Italia,63116.69,C1594857799,6308036.58,6371153.27,C1594857799,0.0,0.0,5,2.299860033,0,Current,25-01-2018,Night,0
TRX2969476592,CASH_OUT,Australia,200773.62,C142473357,1164351.0,963577.38,C142473357,0.0,0.0,18,5.279639367,0,Savings,09-01-2018,Afternoon,0
TRX2887365620,PAYMENT,Estados Unidos,7335.24,C435759226,9512.0,2176.76,M1227140361,1077180.0,1084515.24,5,2.038827503,0,Current,09-01-2018,Night,0
TRX1839176127,CASH_IN,Italia,37475.31,C1731967318,3784262.55,3821737.86,C1731967318,0.0,0.0,6,0.943157508,0,Savings,09-01-2018,Morning,0
TRX1087322336,CASH_IN,Brasil,34918.59,C504478805,4339680.42,4374599.01,C504478805,0.0,0.0,19,4.999201845,0,Savings,03-01-2018,Night,0
TRX5231629657,TRANSFER,Turquia,2806.0,C1420196421,2806.0,10.0,C972765878,0.0,0.0,1,8.526830244,0,Current,25-01-2018,Night,1
TRX9856272699,PAYMENT,Estados Unidos,8335.65,C1207950266,434307.0,425971.35,M195035534,1009768.0,1018103.65,13,7.85777817,0,Savings,06-01-2018,Afternoon,0
TRX8378784414,PAYMENT,Mexico,4475.02,C1229754153,47617.25,43142.23,M1329043305,1867008.0,1871483.02,5,6.060278625,0,Current,06-01-2018,Morning,0
