Type,Branch,Amount,Old Balance Origin,New Balance Origin,Old Balance Destination,New Balance Destination,Receiver,Unusual Logins,Account Age,Account Type,Time of Day,isFraud
PAYMENT,China,9583.89,1476601.0,1467017.11,164031.0,173614.89,Merchant,17,3.776682518,Savings,Night,0
TRANSFER,Mexico,1027611.05,1581908.0,554296.95,1620402.08,2648013.13,Customer,7,6.295319573,Current,Night,0
CREDIT,Republica Dominicana,5619.13,6685.0,12304.13,23539.55,17920.42,Customer,4,0.219487507,Savings,Afternoon,0
PAYMENT,Estados Unidos,24755.75,25058.0,302.25,193274.0,218029.75,Merchant,11,6.787003209,Current,Afternoon,0
PAYMENT,Indonesia,16165.8,664723.1,648557.3,930607.0,946772.8,Merchant,5,5.60726211,Savings,Morning,0
CASH_IN,Alemania,211094.41,6796450.83,7007545.24,0.0,0.0,Self,9,1.021933842,Savings,Night,0
PAYMENT,Australia,7807.42,29982.0,22174.58,465189.0,472996.42,Merchant,16,4.404670049,Current,Afternoon,0
PAYMENT,Republica Dominicana,4.36,9203.0,9198.64,1718580.0,1718584.36,Merchant,7,1.277908746,Current,Night,0
PAYMENT,Nicaragua,323.01,23006.0,22682.99,1686334.0,1686657.01,Merchant,2,7.121478333,Current,Night,0
TRANSFER,Colombia,908274.13,1481259.0,572984.87,6055234.7,6963508.83,Customer,1,4.098829796,Savings,Afternoon,0
CREDIT,Mexico,6012.68,250368.71,256381.39,141949.63,135936.95,Customer,1,4.966494855,Current,Afternoon,0
PAYMENT,Rumania,2061.86,15090.0,13028.14,248753.0,250814.86,Merchant,3,5.237077248,Current,Morning,0
TRANSFER,Indonesia,668237.36,1049586.0,381348.64,2115891.91,2784129.27,Customer,19,5.023674453,Savings,Afternoon,0
PAYMENT,Francia,3660.66,51657.0,47996.34,1978172.0,1981832.66,Merchant,13,0.003665878,Savings,Night,0
CASH_IN,Alemania,90697.75,2394376.85,2485074.6,0.0,0.0,Self,11,6.405570614,Savings,Night,0
PAYMENT,Guatemala,8152.06,21789.0,13636.94,1285101.0,1293253.06,Merchant,11,6.994745701,Savings,Afternoon,0
PAYMENT,Alemania,23795.0,0.0,0.0,0.0,0.0,Merchant,2,2.471976547,Savings,Afternoon,1
PAYMENT,India,4424.31,405068.0,400643.69,1217739.0,1222163.31,Merchant,18,7.84863603,Current,Morning,0
PAYMENT,Estados Unidos,18952.73,623129.0,604176.27,1179190.0,1198142.73,Merchant,2,3.028742479,Current,Night,0
TRANSFER,China,1417001.19,2383296.0,966294.81,2055519.4,3472520.59,Customer,19,0.733354242,Savings,Afternoon,0
CASH_IN,Estados Unidos,153472.72,6307732.38,6461205.1,0.0,0.0,Self,2,7.267746332,Savings,Afternoon,0
PAYMENT,Estados Unidos,9155.27,88140.45,78985.18,1358936.0,1368091.27,Merchant,15,3.073112797,Savings,Afternoon,0
PAYMENT,Iran,3450.71,5521.0,2070.29,765897.0,769347.71,Merchant,15,8.485146536,Savings,Night,0
CASH_IN,India,231881.5,3401668.32,3633549.82,0.0,0.0,Self,2,6.626753937,Savings,Night,0
PAYMENT,Estados Unidos,6650.0,1164279.0,1157629.0,1389015.0,1395665.0,Merchant,18,0.133805531,Current,Afternoon,0
PAYMENT,Iran,7466.06,32510.0,25043.94,693879.0,701345.06,Merchant,9,1.176294947,Savings,Morning,0
PAYMENT,Estados Unidos,12835.96,28597.0,15761.04,1328579.0,1341414.96,Merchant,9,2.190749985,Savings,Afternoon,0
PAYMENT,Mexico,3580.23,25725.0,22144.77,1117825.0,1121405.23,Merchant,3,1.70057469,Savings,Night,0
CREDIT,Guatemala,4122.31,20666.0,24788.31,6086706.95,6082584.64,Customer,2,1.700412253,Savings,Afternoon,0
CASH_IN,Francia,551607.7,3722697.43,4274305.13,0.0,0.0,Self,17,2.572659894,Current,Afternoon,0
CREDIT,Belgica,3619.41,7578.0,11197.41,11421.0,7801.59,Customer,2,8.639715662,Current,Morning,0
CASH_OUT,India,241488.05,2018557.0,1777068.95,0.0,0.0,Self,19,4.126996671,Savings,Afternoon,0
PAYMENT,Alemania,5831.05,333749.58,327918.53,390221.0,396052.05,Merchant,19,4.126961568,Savings,Morning,0
CASH_IN,Estados Unidos,39244.81,2385703.34,2424948.15,0.0,0.0,Self,19,5.073765677,Current,Morning,0
PAYMENT,Australia,15093.73,942917.0,927823.27,726187.0,741280.73,Merchant,1,4.019145768,Savings,Afternoon,0
PAYMENT,Estados Unidos,4341.19,9593.86,5252.67,1200646.0,1204987.19,Merchant,3,4.311078776,Savings,Afternoon,0
PAYMENT,Cuba,2875.1,15443.0,12577.9,0.0,0.0,Merchant,7,7.103689368,Savings,Night,1
CASH_IN,India,9023.2,3810047.26,3819070.46,0.0,0.0,Self,20,0.479292458,Savings,Night,0
PAYMENT,Francia,3408.19,43047.0,39638.81,443886.0,447294.19,Merchant,13,8.491889168,Savings,Morning,0
PAYMENT,Brasil,642.57,5131.0,4488.43,1679556.0,1680198.57,Merchant,14,8.270644816,Current,Afternoon,0
PAYMENT,Reino Unido,8809.29,10407.0,1597.71,197305.0,206114.29,Merchant,12,5.217874625,Savings,Afternoon,0
PAYMENT,Estados Unidos,13866.78,14013.0,146.22,1226490.0,1240356.78,Merchant,12,3.719690557,Current,Morning,0
CASH_IN,Australia,349779.04,4009103.34,4358882.38,0.0,0.0,Self,15,1.167909979,Current,Morning,0
CASH_OUT,Mexico,136416.82,15719.0,0.0,52298.57,188715.38,Self,9,4.010927401,Current,Night,1
CASH_IN,Qatar,119473.2,6181999.6,6301472.8,0.0,0.0,Self,6,3.810732788,Savings,Morning,0
PAYMENT,Reino Unido,3005.72,31403.0,28397.28,589098.0,592103.72,Merchant,9,6.406285835,Current,Afternoon,0
PAYMENT,Turquia,6292.23,6109.0,0.0,0.0,0.0,Merchant,11,6.56767126,Savings,Night,1
PAYMENT,Venezuela,9418.88,39051.13,29632.25,1610915.0,1620333.88,Merchant,20,7.220908058,Savings,Morning,0
CASH_IN,Estados Unidos,374378.57,824650.57,1199029.14,0.0,0.0,Self,11,5.618744466,Savings,Afternoon,0
TRANSFER,Mexico,418492.9,1928451.0,1509958.1,592289.45,1010782.35,Customer,5,5.985112761,Current,Afternoon,0
TRANSFER,Indonesia,428331.88,979498.0,551166.12,716745.1,1145076.98,Customer,13,7.479112976,Current,Morning,0
PAYMENT,Alemania,3050.39,14492.0,11441.61,1844094.0,1847144.39,Merchant,10,0.621321433,Savings,Night,0
PAYMENT,Afganistan,22206.33,1917380.0,1895173.67,891708.0,913914.33,Merchant,18,3.646533061,Savings,Night,0
CASH_OUT,Francia,185882.89,663726.0,477843.11,0.0,0.0,Self,15,5.141371674,Savings,Night,0
PAYMENT,El Salvador,6069.06,11001.8,4932.74,1844191.0,1850260.06,Merchant,5,5.454907935,Current,Morning,0
CASH_IN,Cuba,47369.84,8088134.34,8135504.18,0.0,0.0,Self,4,4.428839731,Current,Morning,0
CASH_IN,Estados Unidos,240477.96,52267.72,292745.67,349845.92,183517.82,Self,10,4.278618283,Savings,Morning,1
PAYMENT,Estados Unidos,6036.56,25658.96,19622.4,1535809.0,1541845.56,Merchant,4,8.637301855,Savings,Afternoon,0
CASH_IN,Australia,78588.13,3678275.07,3756863.2,0.0,0.0,Self,18,1.563952549,Current,Morning,0
PAYMENT,Mexico,4802.31,11043.0,6240.69,1547725.0,1552527.31,Merchant,2,6.367411937,Savings,Afternoon,0
CASH_IN,Estados Unidos,282150.32,1548722.12,1830872.44,0.0,0.0,Self,15,4.165033048,Current,Night,0
PAYMENT,Australia,2008.49,13898.0,11889.51,379317.0,381325.49,Merchant,6,5.479741747,Current,Morning,0
CASH_IN,Alemania,178823.75,1555691.06,1734514.81,0.0,0.0,Self,14,1.704296262,Current,Afternoon,0
PAYMENT,Chile,8309.89,16288.0,7978.11,384511.0,392820.89,Merchant,14,3.915618276,Savings,Afternoon,0
CREDIT,Francia,3256.43,10935.0,14191.43,26222.91,22966.48,Customer,3,6.813613555,Current,Night,0
CASH_OUT,Argentina,29181.32,63982.57,34801.25,0.0,0.0,Self,4,0.502035204,Current,Afternoon,0
PAYMENT,Nicaragua,9410.16,18846.0,9435.84,1291442.0,1300852.16,Merchant,3,1.838306617,Savings,Morning,0
PAYMENT,Mexico,536.63,62105.69,61569.06,682415.0,682951.63,Merchant,8,5.624349996,Savings,Night,0
TRANSFER,Indonesia,792727.79,2103454.0,1310726.21,3787004.06,4579731.85,Customer,17,1.377265086,Savings,Night,0
CASH_IN,Egipto,139999.7,700319.45,840319.15,0.0,0.0,Self,20,3.966984821,Current,Afternoon,0
TRANSFER,Reino Unido,453605.59,1783962.0,1330356.41,13300000.0,13753605.59,Customer,13,5.852291485,Savings,Morning,0
PAYMENT,Australia,27595.56,64334.86,36749.3,0.0,0.0,Merchant,11,7.948907276,Current,Morning,1
CREDIT,Espana,1476.27,2522.0,3998.27,9127.0,7650.73,Customer,2,0.318984943,Savings,Afternoon,0
CASH_IN,Cuba,223593.6,5434195.24,5657788.84,0.0,0.0,Self,7,5.017128041,Savings,Night,0
CASH_IN,Francia,130711.51,8628687.59,8759399.1,0.0,0.0,Self,18,0.994788451,Current,Afternoon,0
PAYMENT,Mexico,4706.29,94916.53,90210.24,975396.0,980102.29,Merchant,9,5.347756522,Savings,Night,0
PAYMENT,Reino Unido,7426.32,70723.0,63296.68,1344705.0,1352131.32,Merchant,17,0.450276912,Savings,Morning,0
CASH_IN,Indonesia,90519.47,1591432.23,1681951.7,0.0,0.0,Self,20,5.469215325,Savings,Morning,0
CASH_IN,Pakistan,61663.75,7235602.76,7297266.51,0.0,0.0,Self,14,7.900504571,Current,Afternoon,0
PAYMENT,India,2270.53,41220.0,38949.47,153800.0,156070.53,Merchant,14,4.306294037,Current,Morning,0
CASH_OUT,Honduras,34808.12,321026.0,286217.88,0.0,0.0,Self,7,1.610983662,Current,Afternoon,0
PAYMENT,SudAfrica,6146.81,123877.0,117730.19,545407.0,551553.81,Merchant,3,0.340105094,Savings,Morning,0
CASH_IN,Republica Democratica del Congo,149651.68,472225.03,621876.71,0.0,0.0,Self,20,0.83352377,Savings,Night,0
PAYMENT,Brasil,9069.15,10362.0,1292.85,872521.0,881590.15,Merchant,17,2.488735821,Savings,Morning,0
PAYMENT,Iran,6705.75,35765.0,29059.25,779129.0,785834.75,Merchant,7,7.110532528,Current,Afternoon,0
CASH_OUT,Honduras,6291.29,18208.0,11916.71,0.0,0.0,Self,6,8.001579008,Savings,Night,0
CASH_IN,Australia,248196.92,3567618.59,3815815.51,0.0,0.0,Self,8,4.261891695,Savings,Morning,0
PAYMENT,Tanzania,8782.04,14668.0,5885.96,1189199.0,1197981.04,Merchant,7,4.215063235,Current,Afternoon,0
PAYMENT,Filipinas,20123.79,371618.0,351494.21,1949662.0,1969785.79,Merchant,19,4.7928423,Savings,Night,0
PAYMENT,Francia,368.56,172469.57,172101.01,1564479.0,1564847.56,Merchant,6,1.577360774,Current,Afternoon,0
TRANSFER,Estados Unidos,529611.71,872297.0,342685.29,128264.94,657876.65,Customer,1,1.725252649,Savings,Night,0
CASH_IN,Alemania,165562.59,6870293.97,7035856.56,0.0,0.0,Self,5,8.882755948,Current,Morning,0
TRANSFER,Estados Unidos,773026.68,2372978.0,1599951.32,703.11,773729.79,Customer,16,1.41116283,Current,Night,0
CASH_OUT,Rusia,285656.95,1354327.4,1068670.45,0.0,0.0,Self,8,4.188707314,Current,Afternoon,0
PAYMENT,Honduras,244.87,257978.49,257733.62,286939.0,287183.87,Merchant,5,8.06715882,Savings,Afternoon,0
CASH_OUT,Francia,285134.78,1537053.0,1251918.22,0.0,0.0,Self,14,2.13344815,Savings,Night,0
PAYMENT,Francia,1538.51,10201.0,8662.49,1813107.0,1814645.51,Merchant,19,8.07971083,Current,Afternoon,0
CREDIT,Estados Unidos,8371.5,68673.0,77044.5,1517262.16,1508890.66,Customer,10,1.131860515,Current,Night,0
CASH_OUT,Marruecos,64489.64,1561247.0,1496757.36,0.0,0.0,Self,6,7.584512184,Savings,Morning,0
CASH_IN,Francia,58447.8,4354753.26,4413201.06,0.0,0.0,Self,14,3.993052203,Current,Afternoon,0
CASH_OUT,Cuba,60214.51,748858.66,688644.15,0.0,0.0,Self,8,3.61227249,Savings,Night,0
CASH_OUT,Alemania,206666.36,984160.0,777493.64,0.0,0.0,Self,5,1.471816956,Savings,Night,0
PAYMENT,Sierra Leona,15578.71,39537.0,23958.29,1880910.0,1896488.71,Merchant,1,8.816807043,Current,Afternoon,0
PAYMENT,Italia,11204.04,15993.0,4788.96,362614.0,373818.04,Merchant,9,5.895405535,Current,Morning,0
PAYMENT,Sudan,4145.04,97168.0,93022.96,889176.0,893321.04,Merchant,6,2.609649696,Savings,Night,0
PAYMENT,Malasia,5875.05,121527.0,115651.95,1582760.0,1588635.05,Merchant,18,7.926877088,Savings,Afternoon,0
PAYMENT,Filipinas,1213.01,10169.0,8955.99,1629879.0,1631092.01,Merchant,5,3.063169067,Savings,Morning,0
CASH_OUT,Francia,10606.95,207267.0,196660.05,0.0,0.0,Self,16,0.737991051,Savings,Night,0
CASH_OUT,Turquia,197186.52,101380.99,0.0,362142.37,1015132.48,Self,2,1.709623735,Savings,Morning,1
TRANSFER,Turquia,249740.75,1095626.22,845885.47,6072.0,255812.75,Customer,9,8.412074003,Current,Afternoon,0
CASH_IN,Estados Unidos,33051.37,2103013.19,2136064.56,0.0,0.0,Self,11,2.850342653,Savings,Morning,0
PAYMENT,Francia,3734.21,10421.48,6687.27,262291.0,266025.21,Merchant,20,2.938129416,Current,Night,0
PAYMENT,El Salvador,307.75,149069.0,148771.25,0.0,0.0,Merchant,3,6.5331352,Savings,Night,1
CASH_IN,Venezuela,173928.45,3389293.0,3563221.45,0.0,0.0,Self,18,6.556045714,Savings,Afternoon,0
PAYMENT,Indonesia,15323.44,26513.0,11189.56,620880.0,636203.44,Merchant,6,4.674411482,Savings,Night,0
TRANSFER,India,114384.61,1141186.0,1026801.39,166570.0,280954.61,Customer,7,1.780614591,Savings,Afternoon,0
PAYMENT,Arabia Saudi,24579.11,31293.0,6713.89,1633777.0,1658356.11,Merchant,12,7.134403291,Savings,Morning,0
CASH_OUT,India,9104.26,1768339.0,1759234.74,0.0,0.0,Self,17,8.240176368,Savings,Afternoon,0
TRANSFER,Vietnam,191177.92,668915.0,477737.08,1749950.57,1941128.49,Customer,12,7.155334073,Savings,Afternoon,0
PAYMENT,Rusia,1962.68,5638.0,3675.32,469194.0,471156.68,Merchant,13,4.27999548,Savings,Night,0
PAYMENT,Estados Unidos,11571.03,798628.0,787056.97,1465305.0,1476876.03,Merchant,19,6.981993021,Current,Morning,0
PAYMENT,Francia,2928.73,5065.0,2136.27,677788.0,680716.73,Merchant,4,0.519440568,Current,Afternoon,0
PAYMENT,Australia,5691.85,98149.66,92457.81,522843.0,528534.85,Merchant,6,8.169788241,Savings,Morning,0
PAYMENT,Irak,3175.28,5026.0,1850.72,372682.0,375857.28,Merchant,2,0.904560022,Savings,Afternoon,0
CASH_OUT,Estados Unidos,233312.83,1959549.0,1726236.17,0.0,0.0,Self,7,2.998292224,Current,Morning,0
PAYMENT,Alemania,9390.53,1262358.08,1252967.55,1169901.0,1179291.53,Merchant,15,8.641104145,Savings,Night,0
CREDIT,Uruguay,4599.02,21173.0,25772.02,5008.0,408.98,Customer,12,7.536808168,Savings,Night,0
PAYMENT,Indonesia,2867.14,7765.0,4897.86,599047.0,601914.14,Merchant,2,4.467422523,Savings,Night,0
PAYMENT,Myanmar (Birmania),23.31,45360.0,45336.69,449898.0,449921.31,Merchant,13,5.562994667,Savings,Morning,0
TRANSFER,Mexico,100677.86,741426.0,640748.14,701567.56,802245.42,Customer,7,7.544012851,Current,Afternoon,0
PAYMENT,Malasia,27480.99,1696684.21,1669203.22,817936.0,845416.99,Merchant,16,5.347190991,Current,Morning,0
PAYMENT,Filipinas,13742.28,837283.0,823540.72,408110.0,421852.28,Merchant,3,3.547687474,Savings,Morning,0
PAYMENT,Reino Unido,7037.51,17738.0,10700.49,1377869.0,1384906.51,Merchant,12,0.182424696,Savings,Night,0
PAYMENT,SudAfrica,18068.4,1155182.0,1137113.6,1037860.0,1055928.4,Merchant,4,8.83950599,Savings,Afternoon,0
PAYMENT,Turquia,13992.76,25660.0,11667.24,1832041.0,1846033.76,Merchant,15,6.338521487,Savings,Night,0
PAYMENT,Turquia,162.32,70965.88,70803.56,1500867.0,1501029.32,Merchant,3,5.670081535,Current,Night,0
CASH_OUT,Vietnam,301680.88,1773382.0,1471701.12,0.0,0.0,Self,13,8.305855253,Savings,Night,0
CASH_OUT,Italia,385479.54,1323693.0,938213.46,0.0,0.0,Self,4,0.372696207,Current,Afternoon,0
PAYMENT,Australia,11261.67,12177.0,915.33,1164479.0,1175740.67,Merchant,11,7.097225991,Savings,Afternoon,0
CASH_OUT,Australia,151096.79,1103106.0,952009.21,0.0,0.0,Self,5,1.238717719,Current,Night,0
TRANSFER,Estados Unidos,383736.31,419181.0,35444.69,21835.74,405572.05,Customer,11,3.783747826,Savings,Night,0
CASH_IN,Mexico,439105.26,6427963.61,6867068.87,0.0,0.0,Self,20,3.247725396,Current,Afternoon,0
CASH_IN,Italia,58195.71,4165995.79,4224191.5,0.0,0.0,Self,20,4.717884726,Current,Afternoon,0
CASH_OUT,Alemania,287126.39,1861352.98,1574226.59,0.0,0.0,Self,12,4.861648777,Current,Night,0
PAYMENT,Estados Unidos,594.18,824713.6,824119.42,726179.0,726773.18,Merchant,13,7.141970442,Savings,Morning,0
CASH_IN,Irak,286279.93,4604810.63,4891090.56,0.0,0.0,Self,11,0.374128219,Savings,Morning,0
PAYMENT,Republica Democratica del Congo,9470.85,11999.0,2528.15,135829.0,145299.85,Merchant,8,8.274385067,Current,Night,0
PAYMENT,Argentina,1312.68,7653.0,6340.32,1634705.0,1636017.68,Merchant,2,2.752858377,Savings,Morning,0
PAYMENT,Australia,332.63,10867.62,10534.99,277090.0,277422.63,Merchant,10,5.447200741,Current,Night,0
PAYMENT,Canada,3004.57,3485.0,480.43,364145.0,367149.57,Merchant,18,2.505986456,Current,Morning,0
PAYMENT,Barbados,7071.11,9110.0,2038.89,879216.0,886287.11,Merchant,12,2.287174676,Savings,Night,0
PAYMENT,Francia,55954.74,1395858.0,1339903.26,339907.0,395861.74,Merchant,19,2.220270859,Current,Morning,0
PAYMENT,Alemania,8348.75,15377.0,7028.25,499376.0,507724.75,Merchant,16,7.230294847,Savings,Night,0
CASH_IN,Filipinas,2673.64,768815.91,771489.55,0.0,0.0,Self,11,2.00604156,Savings,Afternoon,0
CASH_IN,Nigeria,56164.21,3453300.52,3509464.73,0.0,0.0,Self,6,4.0040452,Savings,Night,0
PAYMENT,Austria,4470.86,16389.0,11918.14,1713791.0,1718261.86,Merchant,5,6.832636536,Savings,Afternoon,0
CASH_IN,India,68827.52,2983939.0,3052766.52,0.0,0.0,Self,6,5.028092788,Current,Night,0
TRANSFER,India,232336.31,1568264.0,1335927.69,1575612.32,1807948.63,Customer,10,3.461789608,Current,Morning,0
PAYMENT,Arabia Saudi,4640.64,9775.0,5134.36,1859494.0,1864134.64,Merchant,5,7.57027508,Savings,Night,0
PAYMENT,Honduras,18951.06,39325.84,20374.78,947140.0,966091.06,Merchant,14,8.671888433,Savings,Afternoon,0
PAYMENT,Italia,12742.65,30925.0,18182.35,201156.0,213898.65,Merchant,16,6.544637277,Savings,Night,0
PAYMENT,Ucrania,654.0,7031.0,6387.0,0.0,0.0,Merchant,6,6.67027916,Current,Morning,1
TRANSFER,India,955855.0,1198420.0,242565.0,1179112.54,2134967.54,Customer,2,4.517009824,Current,Afternoon,0
CASH_IN,Indonesia,281196.15,12300000.0,12581196.15,0.0,0.0,Self,10,7.964912409,Savings,Morning,0
PAYMENT,Mexico,3751.13,983668.0,979916.87,1643764.0,1647515.13,Merchant,1,2.283962838,Savings,Night,0
PAYMENT,Brasil,9289.47,30609.0,21319.53,977678.0,986967.47,Merchant,5,6.189549115,Current,Morning,0
PAYMENT,Turquia,3770.26,36731.0,32960.74,1766975.0,1770745.26,Merchant,13,4.668556584,Savings,Night,0
PAYMENT,Indonesia,9419.48,22393.0,12973.52,1621509.0,1630928.48,Merchant,6,7.661044195,Current,Night,0
PAYMENT,Indonesia,5324.43,482008.15,476683.72,326906.0,332230.43,Merchant,7,8.214743911,Savings,Morning,0
TRANSFER,Corea del Sur,223848.92,1591356.0,1367507.08,249663.72,473512.64,Customer,4,7.646663311,Savings,Afternoon,0
PAYMENT,Rumania,2134.11,15353.0,13218.89,772189.0,774323.11,Merchant,19,2.233731973,Savings,Afternoon,0
PAYMENT,Alemania,17189.18,103816.0,86626.82,1190587.0,1207776.18,Merchant,1,7.315221211,Savings,Night,0
CASH_IN,Estados Unidos,95564.34,5326873.42,5422437.76,0.0,0.0,Self,1,0.684647464,Current,Morning,0
PAYMENT,Marruecos,2413.25,14585.01,12171.76,678382.0,680795.25,Merchant,6,6.077715689,Current,Afternoon,0
PAYMENT,Francia,1217.83,3453.0,2235.17,256395.0,257612.83,Merchant,18,6.173883263,Savings,Night,0
PAYMENT,Finlandia,15568.94,10474.0,0.0,0.0,0.0,Merchant,17,5.653090918,Savings,Afternoon,1
PAYMENT,Francia,4461.08,9016.0,4554.92,591539.0,596000.08,Merchant,20,8.901170713,Current,Afternoon,0
PAYMENT,Mexico,917.06,27299.81,26382.75,1317841.0,1318758.06,Merchant,10,3.406759092,Savings,Night,0
PAYMENT,Estados Unidos,4494.29,11653.0,7158.71,919623.0,924117.29,Merchant,19,5.514105684,Savings,Morning,0
CASH_OUT,Alemania,239998.35,1934773.0,1694774.65,0.0,0.0,Self,12,5.747614595,Current,Afternoon,0
TRANSFER,Filipinas,424141.36,651653.0,227511.64,763134.49,1187275.85,Customer,15,7.780024938,Current,Afternoon,0
PAYMENT,Indonesia,3099.97,20771.0,17671.03,1531012.0,1534111.97,Merchant,10,4.206510609,Savings,Afternoon,0
PAYMENT,Indonesia,6804.77,8586.0,1781.23,1335960.0,1342764.77,Merchant,7,1.112448979,Savings,Afternoon,0
PAYMENT,Estados Unidos,6479.6,10756.0,4276.4,1920633.0,1927112.6,Merchant,12,8.303986255,Savings,Afternoon,0
PAYMENT,Reino Unido,379.9,5138.0,4758.1,1354479.0,1354858.9,Merchant,14,2.83269676,Savings,Night,0
CASH_IN,Estados Unidos,16589.84,827042.28,843632.12,0.0,0.0,Self,15,4.820576594,Savings,Morning,0
CASH_IN,Estados Unidos,74554.42,7881010.88,7955565.3,0.0,0.0,Self,18,1.604106853,Savings,Night,0
PAYMENT,Cuba,3118.48,6344.0,3225.52,1967877.0,1970995.48,Merchant,2,8.622825838,Savings,Night,0
PAYMENT,Republica Dominicana,2420.65,13469.0,11048.35,462161.0,464581.65,Merchant,7,6.792393478,Savings,Morning,0
PAYMENT,Alemania,1117.34,35611.0,34493.66,1759631.0,1760748.34,Merchant,19,7.557847225,Savings,Morning,0
PAYMENT,Brasil,5783.05,19028.0,13244.95,934348.0,940131.05,Merchant,6,5.212486229,Savings,Night,0
PAYMENT,Reino Unido,1919.77,15072.0,13152.23,642272.0,644191.77,Merchant,2,6.014545832,Current,Night,0
PAYMENT,Italia,5688.89,24580.0,18891.11,1936676.0,1942364.89,Merchant,19,8.591102118,Savings,Night,0
CREDIT,Corea del Sur,3390.74,48021.0,51411.74,9463.0,6072.26,Customer,18,5.705747199,Current,Afternoon,0
PAYMENT,Arabia Saudi,240.78,6125.0,5884.22,1562034.0,1562274.78,Merchant,20,0.929650398,Current,Night,0
TRANSFER,Mexico,152649.37,1693340.0,1540690.63,1166470.9,1319120.27,Customer,12,5.621956666,Savings,Morning,0
CASH_IN,Indonesia,134977.11,6437533.71,6572510.82,0.0,0.0,Self,16,7.09526806,Savings,Morning,0
PAYMENT,Peru,20328.6,24703.27,4374.67,379596.0,399924.6,Merchant,6,5.430065607,Savings,Night,0
PAYMENT,India,16881.67,0.0,0.0,0.0,0.0,Merchant,12,6.967409969,Current,Afternoon,1
CASH_IN,Estados Unidos,32325.24,4473650.15,4505975.39,0.0,0.0,Self,10,4.566120273,Savings,Night,0
CASH_OUT,Mexico,172986.7,783697.68,610710.98,0.0,0.0,Self,2,6.463150527,Current,Night,0
TRANSFER,Brasil,1724887.05,1821753.0,96865.95,3470595.1,5195482.15,Customer,7,0.172648199,Current,Afternoon,0
CASH_IN,Espana,152991.7,6949346.16,7102337.86,0.0,0.0,Self,11,4.542057872,Current,Afternoon,0
CASH_IN,Mexico,36773.05,3829148.29,3865921.34,0.0,0.0,Self,11,2.641826053,Savings,Afternoon,0
PAYMENT,China,3035.35,26657.0,23621.65,160915.0,163950.35,Merchant,10,3.950360718,Savings,Morning,0
PAYMENT,Myanmar (Birmania),884.42,47960.0,47075.58,1181651.0,1182535.42,Merchant,13,7.877788986,Current,Afternoon,0
CASH_OUT,Niger,26759.05,2015730.0,1988970.95,0.0,0.0,Self,20,0.698824787,Current,Afternoon,0
CASH_OUT,Alemania,67787.89,776018.46,708230.57,0.0,0.0,Self,5,2.222397954,Savings,Morning,0
CASH_OUT,Nigeria,103041.57,595441.0,492399.43,0.0,0.0,Self,20,0.786611449,Current,Night,0
PAYMENT,Estados Unidos,1993.69,2045.18,51.49,1532224.0,1534217.69,Merchant,8,1.579313225,Savings,Afternoon,0
PAYMENT,Indonesia,5998.69,79830.0,73831.31,1902578.0,1908576.69,Merchant,2,7.888422129,Savings,Night,0
CASH_IN,Argentina,298431.03,3119966.4,3418397.43,0.0,0.0,Self,2,1.04397246,Savings,Night,0
CASH_IN,Brasil,596406.73,1850448.2,2446854.93,0.0,0.0,Self,6,6.162321896,Current,Morning,0
CASH_IN,Estados Unidos,131162.37,2204489.08,2335651.45,0.0,0.0,Self,15,5.772604917,Current,Morning,0
PAYMENT,Polonia,13840.98,22902.0,9061.02,261685.0,275525.98,Merchant,1,0.752578557,Savings,Morning,0
CASH_OUT,Estados Unidos,132163.7,1416693.0,1284529.3,0.0,0.0,Self,7,8.506867067,Savings,Morning,0
PAYMENT,Estados Unidos,10288.63,262810.01,252521.38,505873.0,516161.63,Merchant,13,0.433651446,Savings,Afternoon,0
CASH_OUT,Noruega,191375.55,570826.0,379450.45,0.0,0.0,Self,2,3.770284162,Savings,Night,0
PAYMENT,Australia,2832.34,12269.0,9436.66,622102.0,624934.34,Merchant,20,3.074746756,Savings,Morning,0
PAYMENT,Belgica,7071.77,159939.0,152867.23,1049063.0,1056134.77,Merchant,20,7.777100349,Current,Night,0
PAYMENT,Argentina,18799.1,257010.0,238210.9,524331.0,543130.1,Merchant,8,5.313933247,Savings,Afternoon,0
PAYMENT,Iran,1576.78,18417.0,16840.22,1487808.0,1489384.78,Merchant,12,1.413118783,Current,Night,0
CASH_IN,Indonesia,57911.56,6301472.8,6359384.36,0.0,0.0,Self,17,3.358205366,Savings,Morning,0
PAYMENT,Republica Dominicana,8606.53,18116.0,9509.47,1750833.0,1759439.53,Merchant,12,5.015744472,Current,Night,0
PAYMENT,Argentina,779.76,172101.0,171321.24,1191364.0,1192143.76,Merchant,17,2.264791772,Savings,Morning,0
PAYMENT,Mexico,1685.11,10084.0,8398.89,819736.0,821421.11,Merchant,11,6.667287846,Savings,Morning,0
TRANSFER,Argentina,67234.96,84153.0,16918.04,0.0,67234.96,Customer,13,5.719885436,Savings,Morning,0
CASH_OUT,Kazajistan,156819.6,1478648.0,1321828.4,0.0,0.0,Self,10,0.486361499,Savings,Morning,0
CASH_OUT,Reino Unido,83857.23,1321269.0,1237411.77,0.0,0.0,Self,7,6.64341162,Savings,Morning,0
CASH_OUT,Alemania,65006.66,1455304.0,1390297.34,0.0,0.0,Self,9,2.813997996,Current,Morning,0
